CarID,ModelID,DealerID,Year_of_Manufacturing,Mileage,Price
C09129,M028,D044,2017,35917,15709
C26761,M045,D025,1995,223370,5503
C10937,M002,D050,2010,93522,13138
C00172,M021,D035,1998,224106,1062
C23214,M013,D007,2019,33577,32871
C42842,M032,D050,2000,141358,2922
C09909,M105,D039,1999,109833,11137
C25911,M024,D007,2010,61053,20905
C48885,M026,D034,2017,27722,46921
C42173,M003,D015,2009,83897,12906
C19439,M047,D028,2018,28126,37826
C39504,M015,D043,2008,88693,19264
C38496,M018,D014,1997,104070,5320
C18872,M015,D012,2010,66529,25619
C20713,M054,D035,2005,105928,10491
C17054,M022,D014,2015,62637,12759
C32673,M002,D003,1998,93121,5920
C38809,M040,D024,2009,96274,13214
C09539,M007,D005,2012,65010,13628
C15335,M018,D001,1995,212251,1907
C21450,M032,D030,2007,128082,5179
C12893,M006,D015,2004,109784,9736
C40011,M020,D018,2007,55252,8297
C26335,M001,D009,1986,232816,1413
C16811,M004,D016,1991,120548,1973
C16602,M071,D032,1993,130575,2974
C02681,M044,D009,2019,18601,23433
C43295,M041,D033,2014,55254,14834
C29030,M067,D020,1999,146657,5661
C26055,M029,D008,2020,10906,52369
C44292,M005,D009,1996,130844,3578
C18970,M087,D041,2005,134998,15151
C47814,M069,D003,2000,178484,10202
C21489,M021,D049,1986,194137,623
C35581,M015,D035,2010,80188,23361
C00318,M033,D007,2009,129764,11999
C31248,M005,D032,2018,22941,32288
C10709,M023,D050,1996,94150,4985
C43463,M003,D037,1996,182803,2489
C07577,M044,D036,2009,53998,9764
C23241,M030,D013,2017,70919,21617
C04897,M102,D050,2015,47154,35217
C04565,M041,D021,2005,138285,4469
C25717,M016,D043,1991,154378,2539
C47238,M006,D034,2006,131236,9432
C41057,M063,D048,2002,88377,8395
C12427,M045,D027,2017,28968,105534
C09127,M003,D043,2011,71304,16075
C05719,M083,D017,1997,126381,3357
C43358,M110,D015,2014,54576,55220
C31835,M054,D049,2008,90652,14320
C31143,M044,D022,2010,58123,10167
C25507,M028,D007,2019,31835,18383
C01913,M016,D029,2016,51588,28557
C43161,M018,D001,2015,55530,24678
C21691,M045,D027,2001,138249,17020
C49425,M041,D048,2005,124924,4966
C39223,M048,D032,2004,154072,5462
C28290,M076,D028,2017,45980,25730
C31045,M043,D021,2020,17774,128714
C05206,M017,D008,2013,44679,25734
C26806,M005,D014,2006,97199,8991
C33569,M051,D008,2002,73452,7371
C18662,M017,D032,1996,202853,2468
C19970,M018,D045,2017,24337,33984
C27001,M007,D002,2021,5511,35204
C46047,M006,D003,1998,67990,8773
C14422,M022,D038,2017,22575,18575
C31006,M030,D027,2020,16927,36652
C40028,M021,D050,1995,266130,590
C27111,M001,D042,1993,200285,3016
C15237,M005,D010,1996,227175,1572
C11338,M007,D001,2008,128140,6613
C13183,M083,D007,1993,114062,2827
C35247,M006,D011,2000,94273,8357
C29004,M032,D029,1996,228371,1058
C18488,M011,D025,2013,58004,22460
C09723,M003,D020,1993,32711,6167
C10133,M014,D050,2021,9503,40922
C01682,M013,D048,2014,49400,21412
C45425,M074,D012,2000,176967,11437
C41739,M006,D015,1986,187301,1561
C02280,M005,D026,1985,240690,667
C35487,M020,D022,1989,220783,677
C19021,M020,D009,1996,13500,5087
C32800,M044,D024,2014,59374,13168
C22409,M073,D044,2004,201348,2743
C13041,M010,D034,2003,104220,5367
C33349,M013,D014,1987,151640,1681
C46653,M015,D023,1990,167930,3126
C20664,M090,D046,1987,278681,554
C40241,M103,D021,2017,33766,47696
C41086,M008,D001,1995,117068,6265
C31353,M016,D005,1994,206717,1979
C32507,M008,D036,2018,26041,53375
C00522,M010,D013,2002,149944,3514
C19530,M014,D004,1990,271627,674
C19415,M049,D006,2000,187643,2968
C19467,M056,D037,1993,219775,2848
C28629,M003,D037,2000,123318,5296
C05658,M052,D041,1997,150867,5056
C13193,M014,D033,2000,131236,4493
C29529,M080,D044,2011,81875,8446
C41601,M012,D028,1987,205530,783
C00735,M106,D034,2013,39488,46753
C07331,M100,D041,2000,226617,1759
C04242,M072,D014,1992,237606,933
C43816,M002,D019,2000,147740,4446
C18155,M028,D023,1984,240086,351
C26210,M007,D044,2017,46229,21430
C15047,M065,D028,2013,72112,13302
C24207,M041,D050,2005,91370,6379
C22244,M053,D042,2007,123290,10018
C40923,M051,D001,2007,124680,7084
C08226,M014,D018,2007,134419,6988
C22509,M111,D004,1997,201117,6019
C28225,M035,D045,2020,10395,47489
C20634,M087,D006,1990,286407,1460
C16954,M017,D040,2014,65204,24152
C27079,M005,D035,2005,106118,7878
C29641,M003,D026,1992,158094,2350
C19348,M015,D013,1985,212748,1517
C39482,M072,D027,2010,45879,14123
C24773,M035,D030,2009,81694,14743
C16145,M094,D028,2007,108036,8597
C47674,M030,D011,1995,163987,2457
C00041,M019,D037,1995,91173,5181
C03030,M021,D012,1991,311798,293
C10676,M030,D026,2005,28735,12625
C38731,M026,D039,1994,205875,2658
C42953,M014,D037,2016,47465,23612
C24759,M001,D005,1996,218791,3125
C11961,M011,D017,2018,28577,37470
C18956,M022,D048,2005,93758,5292
C19963,M004,D020,2014,42579,15678
C12093,M040,D031,2013,48277,23825
C22644,M051,D044,1996,159595,2568
C21392,M001,D025,2005,90958,16210
C20110,M016,D021,1991,163931,2345
C47247,M086,D023,2005,117544,11082
C31421,M064,D011,1999,69100,6899
C21670,M015,D042,2013,43727,36161
C49326,M014,D049,1989,158571,1729
C28978,M059,D018,2017,28052,44940
C03947,M021,D032,2019,23809,19748
C25809,M014,D001,1996,175332,2395
C17209,M016,D040,2011,58381,19599
C32219,M072,D012,2003,116967,5418
C29680,M060,D027,1993,183171,1952
C31603,M044,D047,2007,83281,7034
C28745,M105,D039,2006,105672,18321
C14472,M109,D049,2005,107014,8944
C35116,M032,D031,1998,157315,2245
C33234,M056,D048,2015,43160,48646
C46707,M050,D015,2019,10355,34031
C30901,M072,D018,2018,30726,26344
C36764,M062,D044,1992,143430,8210
C45775,M009,D031,1986,297054,363
C41817,M020,D021,2015,78307,12144
C01046,M029,D006,2014,68816,24833
C22958,M038,D042,2001,202865,7003
C39192,M068,D049,2003,135298,6221
C37237,M113,D004,2001,101030,14626
C47462,M006,D047,2010,95190,16171
C06203,M015,D043,2001,117001,9807
C23652,M021,D033,1990,245712,511
C44529,M047,D004,2001,51717,10575
C26646,M016,D026,2014,32410,28058
C19061,M011,D021,2012,65388,20028
C32591,M024,D007,1997,184096,3419
C49587,M062,D009,1985,266280,1744
C14741,M032,D025,2003,153989,3221
C32402,M100,D021,2000,173170,2816
C06185,M003,D041,1997,194898,2395
C05361,M020,D007,2000,116552,3385
C16085,M007,D032,2006,34461,11045
C26847,M071,D030,1996,166740,2705
C18918,M015,D014,2009,74343,22746
C04504,M041,D027,2012,37123,14509
C02363,M018,D034,2014,60206,22405
C15263,M021,D037,2017,27217,16955
C08558,M022,D019,1994,107841,2292
C14304,M062,D010,2012,30142,68828
C31343,M040,D042,2014,34770,27626
C27581,M002,D001,1992,189172,1839
C20519,M041,D006,2000,222499,1557
C17888,M095,D022,2010,74713,22415
C45979,M022,D024,2016,50540,14733
C26067,M003,D049,1998,72829,6688
C41254,M008,D038,2001,199645,4721
C17010,M004,D006,2000,93936,4384
C17116,M074,D007,2011,38960,66048
C09857,M022,D029,2018,29927,19047
C26061,M106,D001,1990,223829,2415
C02818,M058,D033,1991,120445,2544
C15464,M086,D032,2012,64566,25772
C12982,M049,D007,2015,63749,21015
C01584,M023,D042,2007,88464,10810
C11924,M015,D032,2005,120884,12429
C14897,M006,D031,2017,35452,38175
C25456,M005,D028,2002,89069,7300
C20393,M052,D008,1990,304528,795
C03620,M072,D008,2018,29741,26494
C03901,M026,D010,2018,42780,45912
C28601,M044,D010,1992,156242,1479
C33762,M101,D025,2000,84180,9032
C21689,M016,D030,1990,45656,5234
C10587,M019,D012,2007,66184,13690
C09537,M090,D044,1993,286863,766
C14841,M010,D007,2011,93540,9889
C06928,M015,D022,2015,36047,43262
C19444,M073,D033,2000,122228,4058
C27081,M001,D050,2007,117289,15248
C00071,M019,D010,1991,272161,854
C02966,M067,D033,2013,34972,31751
C44909,M040,D004,2017,40113,32691
C12901,M028,D046,2000,142484,2385
C15619,M022,D013,2000,117998,3167
C32943,M063,D039,2000,70117,8331
C05140,M065,D019,2005,119235,5554
C40597,M009,D013,2014,60756,16993
C09921,M041,D015,2008,44678,10620
C05343,M052,D035,2000,109985,8516
C09206,M021,D049,2006,103170,4948
C29084,M097,D049,2009,91690,12552
C07156,M054,D013,1994,159061,3313
C32425,M073,D034,2004,136113,4752
C38648,M044,D047,1997,120733,2742
C00410,M022,D025,2018,29268,19119
C30962,M069,D039,2018,27230,101904
C43385,M097,D009,1994,70718,5339
C25662,M050,D007,1997,241386,1359
C01681,M001,D005,2002,101554,12292
C33467,M041,D040,1988,48464,2735
C44052,M037,D012,2017,36926,31803
C01491,M022,D050,2016,57344,14113
C27503,M004,D025,2016,57468,16328
C47004,M022,D041,1996,137686,2079
C14783,M028,D042,2013,74716,9406
C32330,M065,D022,1986,181517,941
C11639,M112,D012,2008,102342,8875
C39315,M038,D020,2006,100393,22553
C44719,M043,D019,1993,132433,9809
C40180,M086,D042,2010,37350,26734
C06433,M041,D041,2017,41476,19730
C46614,M027,D048,2004,134685,3726
C10605,M001,D033,2014,46107,39790
C16409,M006,D040,2013,58251,25414
C23481,M044,D021,2000,167432,2297
C30556,M009,D021,2012,53478,15580
C49487,M027,D041,2009,75342,8066
C47380,M052,D025,2002,117904,9164
C37110,M020,D042,1985,205594,594
C47217,M010,D022,2001,88467,5264
C46175,M027,D002,2008,68419,7905
C47101,M026,D029,1998,184814,4173
C04519,M002,D047,2017,38689,30063
C04731,M017,D032,2005,102889,10188
C00215,M084,D010,2012,53390,19428
C22288,M026,D021,2004,150335,8322
C39302,M019,D048,1995,145540,3419
C30957,M006,D048,1991,229201,1501
C14862,M045,D029,1997,159285,10981
C06167,M022,D011,2005,21022,8418
C35102,M060,D040,2002,86691,7628
C03595,M041,D013,2012,86912,10500
C25245,M001,D019,2022,3055,86353
C34515,M001,D006,2006,72035,19756
C36233,M013,D022,2016,39957,25917
C25530,M006,D040,2016,23746,38193
C47696,M010,D030,1988,201208,893
C33057,M034,D003,2007,91647,8076
C47908,M013,D042,2019,19084,35678
C40208,M002,D007,1988,310702,460
C34572,M023,D045,1991,209748,1392
C20323,M021,D013,2016,34398,15218
C08781,M016,D011,2007,10028,19912
C24413,M065,D034,2001,219799,1825
C41039,M062,D046,2008,108874,31225
C05200,M022,D004,1994,131350,1914
C29432,M021,D021,2002,106808,3689
C40174,M010,D013,1989,68821,2707
C03934,M058,D046,1995,153174,2560
C06979,M109,D017,2001,172817,4045
C00990,M016,D020,2019,17850,42501
C12424,M044,D048,2004,93034,5375
C38462,M059,D003,1992,62976,6855
C06268,M033,D001,1988,229497,1262
C14149,M018,D017,2010,132499,10183
C05004,M005,D018,1993,124225,3085
C32626,M054,D005,2010,80981,17512
C10509,M005,D006,1998,236257,1654
C27230,M020,D013,2006,107683,5399
C48388,M044,D048,2001,163251,2543
C21115,M073,D028,2007,102685,7500
C48634,M013,D023,1997,155350,3176
C35737,M015,D030,1993,167651,3827
C35983,M020,D038,2010,75871,8848
C41015,M060,D049,2009,83103,12474
C21591,M014,D044,2006,139356,6285
C11595,M023,D030,2005,63926,11183
C47716,M041,D033,1993,275930,596
C11122,M097,D034,2009,89798,12722
C17996,M069,D033,2002,114446,19590
C18906,M026,D044,2014,45294,34631
C44880,M018,D009,2013,65440,20257
C25912,M023,D021,2005,84980,9695
C05518,M110,D021,1997,266997,3138
C31907,M100,D022,1995,180477,1895
C31663,M061,D005,1991,145462,1741
C32700,M016,D034,2008,56928,16196
C04208,M021,D011,2002,68872,4822
C37142,M016,D018,2010,58463,18325
C39588,M026,D031,2012,60256,27586
C11876,M011,D019,1991,185632,1950
C41631,M086,D043,2009,119141,14293
C36073,M017,D015,1989,129942,2853
C04420,M016,D016,1999,122776,5572
C33091,M034,D037,2019,29644,26829
C01830,M020,D050,1994,217607,973
C16251,M020,D013,2010,71426,9118
C48443,M008,D011,1993,225338,2201
C04631,M008,D021,1996,135320,5809
C16947,M071,D035,2013,73534,17149
C13973,M010,D008,2001,145902,3398
C09147,M113,D045,2014,33297,54427
C12565,M014,D042,2012,103038,12402
C03819,M008,D018,2004,124471,10783
C16769,M013,D031,2000,101949,5891
C14006,M087,D017,2004,91574,19678
C13206,M007,D044,1997,118620,3419
C26304,M038,D025,1986,215869,2294
C34195,M043,D015,2022,9307,153873
C38183,M014,D028,1992,193937,1562
C35621,M103,D045,1995,208343,2925
C40799,M019,D005,1987,281920,596
C15665,M002,D002,1998,101621,5566
C14045,M020,D036,1998,210140,1358
C19984,M022,D040,1994,123269,2038
C14030,M106,D023,2005,105405,17609
C19033,M008,D011,2013,23992,38688
C08920,M032,D027,2012,51897,12403
C09649,M014,D016,1991,164720,1877
C03463,M007,D032,1994,246013,941
C07679,M013,D049,1990,124601,2548
C20814,M047,D016,2016,58729,27495
C07218,M023,D026,1994,179710,2211
C48594,M053,D050,2002,160042,5341
C36013,M008,D043,1986,169518,2252
C25156,M068,D017,1988,272992,682
C05479,M058,D003,2004,168452,4107
C35834,M085,D032,2012,106396,8428
C20547,M068,D032,2003,126057,6690
C20091,M020,D027,2017,41410,17604
C23857,M011,D034,2015,61030,25168
C13950,M018,D018,2012,74819,17799
C21982,M047,D020,2011,83603,16674
C27297,M016,D043,1986,337267,342
C09520,M044,D049,2017,34484,18745
C33641,M011,D001,1987,23713,4876
C07034,M012,D042,2018,35908,22406
C19201,M020,D044,2010,89405,8053
C22531,M051,D019,2001,187329,2832
C46996,M060,D032,1991,187464,1646
C07268,M017,D016,1999,141670,5062
C40617,M059,D010,2001,141694,7013
C26342,M021,D031,1997,30503,4386
C39836,M007,D035,1996,193480,1726
C31801,M009,D015,1998,127920,3610
C48966,M065,D044,1986,294982,334
C36184,M004,D024,2006,98449,6331
C40659,M058,D016,2010,74712,12585
C49257,M044,D013,2008,108810,6251
C19007,M042,D033,2018,20286,35352
C02908,M008,D028,2011,39273,30995
C36306,M021,D003,2004,140576,3245
C13130,M001,D026,1990,38481,8412
C03483,M070,D045,2000,236569,3226
C05678,M016,D016,2019,15450,43057
C45183,M060,D013,2012,88905,14627
C38707,M040,D018,2010,85397,15263
C39980,M002,D018,1992,84953,4205
C11528,M007,D002,1999,159728,2812
C10491,M013,D043,2019,32106,33154
C24094,M036,D005,2010,69938,35799
C21309,M015,D044,1999,233040,3212
C45162,M111,D010,2000,218784,6281
C49335,M007,D035,2004,158020,3980
C29096,M003,D021,2016,29530,29105
C27689,M037,D023,2013,41223,23742
C08941,M037,D011,1991,219044,1383
C12631,M022,D050,2012,98203,8172
C44983,M092,D012,1998,167568,2231
C21228,M031,D035,2012,109780,15841
C36267,M049,D037,2012,32938,20817
C27422,M002,D037,2014,41659,24180
C27854,M047,D008,2014,63879,23272
C08526,M050,D031,2007,78398,10109
C02105,M060,D029,2013,68059,18041
C31453,M006,D044,2016,50970,32506
C29972,M023,D031,1984,384081,167
C35177,M050,D007,2008,102407,9109
C02008,M086,D036,2001,118933,8398
C33431,M040,D017,2017,49217,30925
C01708,M061,D022,2015,35687,18766
C48823,M002,D005,2007,134940,7860
C09745,M047,D049,2002,42411,11970
C16630,M111,D039,2014,54871,57995
C22494,M066,D016,1997,130075,2748
C07263,M032,D024,2009,126009,6014
C38792,M032,D039,2000,164083,2425
C42648,M012,D032,2007,84876,7843
C42972,M020,D041,2019,23465,22323
C03924,M028,D024,2001,114687,3169
C02345,M106,D045,2009,85258,26589
C10464,M010,D016,2010,89309,9535
C19355,M005,D001,2002,82420,7649
C09313,M072,D005,1999,63050,6085
C26790,M046,D039,1995,115438,3805
C44179,M018,D027,2015,60827,23854
C45623,M035,D015,2016,49859,28994
C41006,M008,D013,2020,16673,64232
C09521,M068,D031,2017,50052,29072
C37281,M006,D046,2015,53924,29850
C35965,M054,D049,2003,140796,7009
C28753,M028,D024,2005,113761,4167
C47375,M021,D020,2005,134005,3656
C31115,M065,D047,2002,89191,5677
C29208,M022,D007,2002,131361,3262
C46985,M055,D023,2013,43562,16103
C07065,M013,D033,2015,48899,22960
C06542,M032,D044,2018,28234,21320
C22002,M070,D019,2013,76432,28412
C22717,M043,D038,2015,52288,75327
C28561,M027,D030,1998,166273,1929
C37309,M085,D009,1997,204029,1390
C03862,M044,D048,2002,131404,3522
C25737,M100,D029,2021,15481,35041
C31631,M013,D046,2001,164170,3853
C49823,M003,D047,2018,39652,31342
C06700,M014,D001,1988,349153,281
C04648,M040,D004,2012,75531,18671
C48828,M005,D005,2018,37036,29777
C14366,M029,D024,1997,223426,2312
C02458,M004,D004,2003,48324,7270
C34517,M051,D040,1992,224474,1118
C49540,M016,D034,2008,82072,13696
C03126,M011,D037,1994,205353,2004
C42384,M041,D042,1990,78154,2574
C15461,M018,D043,1998,139259,4336
C23485,M096,D026,2017,29485,33574
C32980,M073,D002,2017,36096,22755
C38580,M046,D007,1995,96975,4365
C49913,M107,D026,2012,58627,19886
C14807,M022,D040,1996,160507,1726
C02572,M012,D009,1989,204503,903
C44715,M108,D049,2017,34146,18258
C02287,M034,D048,2004,68696,7747
C08452,M042,D001,2000,145797,4472
C31699,M007,D008,2022,3872,37948
C03610,M040,D009,1993,199883,1963
C04194,M044,D032,2014,25890,16124
C22284,M017,D040,2003,137019,6861
C46109,M052,D009,2003,166120,6646
C28104,M001,D043,2009,49219,27969
C17417,M028,D009,2016,52054,13322
C31885,M074,D049,1991,240787,3560
C32052,M006,D009,1987,169763,1939
C08036,M106,D006,2013,80511,35881
C19374,M072,D046,1995,196012,1656
C00674,M008,D024,2017,43027,45206
C09445,M064,D025,2021,6672,43304
C33858,M035,D011,1989,119123,2955
C28149,M041,D011,2018,31632,22352
C31317,M011,D021,1988,188425,1559
C46292,M041,D032,1999,199786,1784
C30405,M020,D020,2011,122572,6729
C23157,M073,D001,1997,178932,2090
C26431,M027,D032,2006,121002,4739
C08859,M019,D042,1987,332878,366
C48945,M078,D034,1993,217639,1624
C35493,M032,D038,1999,132353,2937
C42043,M006,D020,1992,41647,6949
C29392,M027,D047,2002,204837,1804
C13657,M027,D038,1988,313750,258
C28837,M023,D050,2010,59187,16095
C28658,M056,D003,2001,178381,6987
C30480,M017,D028,1991,209392,1669
C43211,M005,D029,1992,197589,1568
C18167,M058,D043,2012,61855,15662
C44484,M070,D037,2019,18701,60487
C07681,M009,D017,2012,32823,17658
C49269,M050,D029,1990,156952,1788
C35062,M032,D046,1991,184375,1119
C34380,M027,D002,1991,193485,957
C11635,M018,D050,1999,202748,2710
C40751,M054,D015,2009,61097,18719
C29583,M102,D040,1993,181028,2972
C40855,M028,D011,1997,119301,2343
C03612,M104,D045,2001,157250,5560
C19292,M016,D005,2013,32351,26258
C32541,M053,D007,2010,78649,16968
C02947,M005,D049,2014,63372,19357
C41812,M013,D047,2009,114914,9743
C15615,M019,D004,1998,156249,3825
C29397,M040,D024,2003,240553,2652
C46533,M044,D024,2000,137599,2935
C30125,M015,D006,1988,218946,1752
C40308,M044,D022,2009,111095,6569
C09448,M072,D011,2014,37704,19371
C41142,M006,D023,1991,320636,636
C09791,M012,D022,2013,50702,14676
C30892,M048,D050,1998,41630,8247
C00008,M016,D022,2015,30663,30297
C45949,M015,D049,2004,132536,10617
C04096,M032,D013,2018,29100,21215
C25956,M038,D002,2005,121859,17952
C37500,M059,D004,2012,85738,22290
C37104,M099,D002,2013,24382,30553
C23693,M006,D019,1989,121938,3265
C33516,M010,D042,1993,144795,2011
C06970,M012,D043,1991,111639,2221
C16244,M016,D049,2012,99458,15798
C17221,M006,D027,2011,56966,22426
C34747,M044,D036,2015,11492,18647
C48755,M005,D023,2005,9000,14633
C25830,M009,D009,1992,211438,1197
C43481,M047,D037,2015,14142,33457
C37653,M073,D044,1990,203160,1061
C23913,M024,D044,2014,33607,32321
C24610,M034,D035,1999,164935,2673
C01963,M018,D025,1994,105467,4311
C44851,M044,D014,1989,350277,204
C22860,M054,D030,2000,135251,5999
C44349,M089,D030,1988,194642,1052
C41581,M006,D037,2015,46584,31247
C07278,M095,D024,1992,170549,3229
C01484,M001,D031,2016,41851,46658
C09533,M036,D003,1994,142956,7169
C39915,M059,D019,2011,61670,24538
C46098,M099,D021,1990,177197,2180
C17129,M095,D037,2002,142117,7955
C26693,M040,D003,2000,159973,4409
C12789,M012,D023,2009,65297,10237
C07365,M111,D004,2001,179057,9520
C47570,M041,D032,2011,57711,11956
C18702,M107,D015,1998,47557,8384
C05101,M014,D044,2013,69092,16827
C16265,M045,D047,1997,56492,23550
C13290,M042,D010,1995,126017,3750
C12497,M035,D048,1994,214032,1862
C40715,M010,D029,2015,56081,16646
C08808,M069,D009,1993,149326,8166
C30239,M021,D022,2007,43873,7893
